,year,selling_price,km_driven,fuel,seller_type,transmission,owner
828,2018.0,790000,19571.0,Diesel,Dealer,Manual,1.0
829,2018.0,1200000,29600.0,Petrol,Dealer,Manual,1.0
830,2011.0,175000,70000.0,Petrol,Individual,Manual,1.0
831,2018.0,950000,15000.0,Diesel,Individual,Automatic,1.0
832,2019.0,340000,50000.0,Petrol,Individual,Manual,1.0
833,2017.0,825000,13500.0,Diesel,Individual,Manual,1.0
834,2018.0,780000,25000.0,Diesel,Dealer,Manual,1.0
835,2010.0,350000,80000.0,Petrol,Individual,Automatic,3.0
836,2018.0,690000,39000.0,Petrol,Dealer,Manual,1.0
837,2016.0,245000,60000.0,Petrol,Individual,Manual,1.0
838,2018.0,790000,49000.0,Diesel,Dealer,Manual,1.0
839,2018.0,680000,48600.0,Petrol,Dealer,Manual,1.0
840,2017.0,540000,20000.0,Petrol,Individual,Manual,1.0
841,2016.0,425000,25000.0,Petrol,Individual,Manual,1.0
842,2008.0,140000,120000.0,Petrol,Individual,Manual,1.0
843,2019.0,1100000,30000.0,Diesel,Individual,Manual,1.0
844,2015.0,715000,35000.0,Diesel,Individual,Manual,1.0
845,2018.0,400000,54000.0,Petrol,Dealer,Manual,2.0
846,2005.0,114999,90000.0,Petrol,Dealer,Manual,2.0
847,2018.0,950000,21394.0,Diesel,Dealer,Manual,1.0
848,2015.0,310000,32686.0,Petrol,Dealer,Manual,1.0
849,2006.0,575000,1001.0,Diesel,Dealer,Manual,1.0
850,2017.0,490000,22000.0,Diesel,Dealer,Manual,1.0
851,2017.0,480000,53261.0,Petrol,Dealer,Manual,1.0
852,2018.0,370000,10000.0,Petrol,Dealer,Manual,1.0
853,2017.0,835000,14000.0,Diesel,Dealer,Manual,1.0
854,2017.0,650000,44000.0,Petrol,Dealer,Manual,1.0
855,2014.0,670000,39895.0,Diesel,Dealer,Manual,1.0
856,2017.0,950000,73000.0,Diesel,Dealer,Automatic,1.0
857,2014.0,690000,17000.0,Petrol,Dealer,Manual,1.0
858,2017.0,670000,18591.0,Petrol,Dealer,Manual,1.0
859,2017.0,925000,26766.0,Diesel,Dealer,Manual,1.0
860,2015.0,250000,30000.0,Petrol,Individual,Manual,1.0
861,2016.0,509999,42000.0,Diesel,Individual,Manual,1.0
862,2014.0,520000,110000.0,Diesel,Individual,Manual,1.0
863,2005.0,100000,100000.0,Diesel,Individual,Manual,1.0
864,2009.0,130000,110000.0,Diesel,Individual,Manual,3.0
865,2018.0,950000,27620.0,Diesel,Dealer,Manual,1.0
866,2015.0,450000,70000.0,Petrol,Individual,Manual,1.0
867,2012.0,320000,50000.0,Petrol,Individual,Manual,2.0
868,2015.0,480000,50000.0,Diesel,Individual,Manual,1.0
869,2012.0,790000,82000.0,Diesel,Individual,Manual,1.0
870,2016.0,120000,120000.0,Petrol,Individual,Manual,1.0
871,2006.0,75000,80000.0,Petrol,Individual,Manual,3.0
872,2010.0,99000,70000.0,Petrol,Individual,Manual,1.0
873,2018.0,1015000,20000.0,Diesel,Individual,Manual,1.0
874,2011.0,520000,120000.0,Diesel,Individual,Manual,1.0
875,2018.0,1100000,30000.0,Diesel,Individual,Automatic,1.0
876,2005.0,200000,60000.0,Diesel,Individual,Manual,1.0
877,2016.0,525000,60000.0,Diesel,Individual,Manual,1.0
878,2016.0,500000,40000.0,Petrol,Individual,Manual,1.0
879,2016.0,675000,161327.0,Diesel,Individual,Manual,1.0
880,2009.0,150000,60000.0,Petrol,Individual,Manual,3.0
881,2007.0,250000,50000.0,Diesel,Individual,Manual,1.0
882,2018.0,450000,6000.0,Petrol,Individual,Manual,1.0
883,2009.0,150000,68000.0,Petrol,Individual,Manual,2.0
884,2012.0,200000,85000.0,Diesel,Individual,Manual,1.0
885,2011.0,525000,70000.0,Diesel,Individual,Automatic,1.0
886,2010.0,180000,100000.0,Diesel,Individual,Manual,2.0
887,2015.0,475000,110000.0,Diesel,Individual,Manual,1.0
888,2015.0,285000,46000.0,Petrol,Individual,Manual,2.0
889,2008.0,91200,60000.0,Petrol,Individual,Manual,2.0
890,2015.0,400000,42000.0,Diesel,Individual,Manual,1.0
891,2006.0,160000,90000.0,Petrol,Individual,Automatic,2.0
892,2012.0,650000,85000.0,Diesel,Individual,Manual,2.0
893,2012.0,409999,120000.0,Diesel,Individual,Manual,3.0
894,2013.0,425000,72000.0,Diesel,Individual,Manual,1.0
895,2013.0,250000,71000.0,Diesel,Individual,Manual,2.0
896,2009.0,200000,110000.0,Petrol,Individual,Manual,4.0
897,2013.0,250000,71000.0,CNG,Individual,Manual,2.0
898,2010.0,130000,144000.0,Diesel,Individual,Manual,4.0
899,2017.0,260000,30000.0,Diesel,Dealer,Manual,1.0
900,2007.0,155000,65000.0,Petrol,Dealer,Manual,1.0
901,2015.0,450000,38000.0,Diesel,Individual,Manual,1.0
902,2012.0,220000,90000.0,Petrol,Individual,Manual,2.0
903,2018.0,650000,37000.0,Diesel,Dealer,Manual,1.0
904,2018.0,285000,30000.0,Petrol,Dealer,Manual,1.0
905,2018.0,725000,26000.0,Petrol,Dealer,Automatic,1.0
906,2016.0,625000,30000.0,Petrol,Dealer,Manual,1.0
907,2016.0,550000,23000.0,Petrol,Dealer,Manual,1.0
908,2012.0,240000,40000.0,Petrol,Dealer,Manual,1.0
909,2014.0,600000,27000.0,Diesel,Dealer,Manual,1.0
910,2012.0,350000,65000.0,Diesel,Dealer,Manual,1.0
911,2015.0,245000,32000.0,Petrol,Dealer,Manual,1.0
912,2016.0,600000,56000.0,Diesel,Dealer,Manual,1.0
913,2014.0,620000,80000.0,Diesel,Dealer,Manual,1.0
914,2014.0,395000,52000.0,Petrol,Dealer,Manual,2.0
915,2014.0,635000,13250.0,Petrol,Dealer,Manual,1.0
916,2011.0,180000,36000.0,Petrol,Dealer,Manual,1.0
917,2015.0,484999,73000.0,Diesel,Dealer,Manual,2.0
918,2004.0,110000,60000.0,Petrol,Individual,Manual,1.0
919,2006.0,150000,60000.0,Petrol,Individual,Manual,2.0
920,2012.0,400000,110000.0,Diesel,Individual,Manual,1.0
921,2012.0,200000,70000.0,Diesel,Individual,Manual,2.0
922,2013.0,302000,60000.0,Diesel,Individual,Manual,2.0
923,2011.0,215000,90000.0,Diesel,Individual,Manual,4.0
924,2004.0,155000,80000.0,Petrol,Individual,Manual,2.0
925,2014.0,1000000,101000.0,Diesel,Individual,Manual,2.0
926,2018.0,550000,44000.0,Diesel,Individual,Manual,1.0
927,2006.0,200000,45000.0,Petrol,Individual,Manual,1.0
928,2017.0,750000,120000.0,Diesel,Individual,Manual,1.0
929,2005.0,90000,90000.0,Petrol,Individual,Manual,2.0
930,2007.0,80000,120000.0,Petrol,Individual,Manual,2.0
931,2013.0,229999,13500.0,Petrol,Individual,Manual,1.0
932,2017.0,350000,10000.0,Petrol,Individual,Manual,1.0
933,2015.0,325000,25000.0,Petrol,Individual,Manual,3.0
934,2018.0,450000,8500.0,Petrol,Individual,Manual,1.0
935,2012.0,250000,120000.0,Diesel,Individual,Manual,1.0
936,2012.0,225000,120000.0,Diesel,Individual,Manual,1.0
937,2009.0,150000,90246.0,Petrol,Individual,Manual,3.0
938,2014.0,110000,90000.0,Petrol,Individual,Manual,2.0
939,2010.0,150000,40000.0,Petrol,Individual,Manual,2.0
940,2017.0,610000,32000.0,Diesel,Individual,Manual,2.0
941,2013.0,170000,60400.0,Diesel,Individual,Manual,1.0
942,2008.0,150000,70950.0,Diesel,Individual,Manual,2.0
943,2015.0,375000,72000.0,Diesel,Individual,Manual,1.0
944,2013.0,390000,90000.0,Diesel,Individual,Manual,1.0
945,2017.0,600000,10000.0,Petrol,Individual,Manual,1.0
946,2014.0,204999,25000.0,Petrol,Individual,Manual,2.0
947,2009.0,270000,80000.0,Diesel,Individual,Manual,2.0
948,2017.0,375000,10000.0,Petrol,Individual,Manual,1.0
949,2020.0,700000,1100.0,Petrol,Individual,Manual,1.0
950,2017.0,455000,40000.0,Petrol,Individual,Manual,1.0
951,2014.0,341000,31491.0,Petrol,Individual,Manual,1.0
952,2014.0,200000,107143.0,Diesel,Individual,Manual,2.0
953,2017.0,450000,15000.0,Petrol,Individual,Automatic,1.0
954,2012.0,170000,50000.0,Petrol,Individual,Manual,2.0
955,2016.0,500000,60000.0,Diesel,Individual,Manual,1.0
956,2016.0,819999,85000.0,Diesel,Individual,Manual,1.0
957,2014.0,351000,40000.0,Petrol,Individual,Manual,2.0
958,2011.0,195000,80000.0,Petrol,Individual,Manual,2.0
959,2008.0,250000,82000.0,Diesel,Individual,Manual,2.0
960,2008.0,120000,70000.0,Petrol,Individual,Manual,2.0
961,2009.0,180000,70000.0,Petrol,Individual,Manual,3.0
962,2016.0,430000,20000.0,Diesel,Individual,Manual,1.0
963,2012.0,75000,35000.0,Petrol,Individual,Manual,2.0
964,2017.0,750000,80000.0,Diesel,Individual,Manual,1.0
965,2011.0,60000,40000.0,Petrol,Individual,Manual,1.0
966,2011.0,390000,150000.0,Diesel,Individual,Manual,4.0
967,2016.0,630000,50000.0,Diesel,Individual,Manual,1.0
968,2018.0,1085000,15000.0,Diesel,Individual,Manual,1.0
969,2012.0,190000,60000.0,Petrol,Individual,Manual,2.0
970,2018.0,550000,25000.0,Petrol,Individual,Automatic,1.0
971,2012.0,200000,90000.0,Petrol,Individual,Manual,3.0
972,2011.0,165000,60000.0,Petrol,Individual,Manual,1.0
973,2013.0,260000,65000.0,Diesel,Individual,Manual,1.0
974,2011.0,151000,40000.0,Petrol,Individual,Manual,1.0
975,2018.0,780000,50000.0,Diesel,Individual,Manual,1.0
976,2012.0,175000,80000.0,Diesel,Individual,Manual,3.0
977,2010.0,170000,107500.0,Diesel,Dealer,Manual,1.0
978,2013.0,210000,135000.0,Diesel,Dealer,Manual,2.0
979,2007.0,90000,43826.0,Petrol,Dealer,Manual,2.0
980,2016.0,535000,55838.0,Petrol,Dealer,Manual,1.0
981,2007.0,195000,112880.0,Diesel,Dealer,Manual,1.0
982,2011.0,140000,60000.0,Diesel,Individual,Manual,3.0
983,2012.0,350000,40000.0,Petrol,Individual,Manual,1.0
984,2013.0,425000,66000.0,Diesel,Individual,Manual,1.0
985,2017.0,300000,30300.0,Petrol,Individual,Manual,1.0
986,2013.0,340000,85000.0,Diesel,Individual,Manual,1.0
987,2009.0,250000,80659.0,Petrol,Dealer,Manual,1.0
988,2008.0,170000,81324.0,Petrol,Dealer,Manual,1.0
989,2013.0,315000,127884.0,Diesel,Dealer,Manual,1.0
990,2015.0,200000,50000.0,Petrol,Individual,Manual,1.0
991,2016.0,300000,25000.0,Petrol,Individual,Manual,1.0
992,2015.0,300000,66755.0,Diesel,Dealer,Manual,1.0
993,2013.0,380000,123084.0,Petrol,Dealer,Manual,1.0
994,2013.0,310000,95851.0,Diesel,Dealer,Manual,1.0
995,2010.0,260000,50000.0,Petrol,Individual,Manual,1.0
996,2008.0,150000,50000.0,Diesel,Individual,Manual,2.0
997,2006.0,85000,60000.0,Petrol,Individual,Manual,2.0
998,2014.0,280000,15000.0,Petrol,Individual,Manual,2.0
999,2016.0,850000,40000.0,Diesel,Individual,Manual,1.0
1000,2017.0,375000,20000.0,Petrol,Individual,Manual,2.0
1001,2006.0,125000,120000.0,Diesel,Individual,Manual,3.0
1002,2012.0,250000,110000.0,Diesel,Individual,Manual,1.0
1003,2011.0,220000,70000.0,Diesel,Individual,Manual,1.0
1004,2010.0,110000,110000.0,Diesel,Individual,Manual,2.0
1005,2007.0,150000,84000.0,Petrol,Individual,Manual,2.0
1006,2017.0,220000,40000.0,Petrol,Individual,Manual,1.0
1007,2006.0,75000,96000.0,Petrol,Individual,Manual,2.0
1008,2009.0,100000,20000.0,Diesel,Individual,Manual,1.0
1009,2016.0,380000,15000.0,Petrol,Individual,Manual,1.0
1010,2007.0,100000,50000.0,Petrol,Individual,Manual,1.0
1011,2010.0,480000,80000.0,Diesel,Individual,Manual,2.0
1012,2012.0,300000,60000.0,Diesel,Individual,Manual,1.0
1013,2013.0,190000,70000.0,Diesel,Individual,Manual,1.0
1014,2012.0,190000,130000.0,Diesel,Individual,Manual,2.0
1015,2017.0,650000,19014.0,Petrol,Individual,Manual,1.0
1016,2009.0,300000,23262.0,Petrol,Dealer,Manual,1.0
1017,2016.0,700000,29600.0,Diesel,Dealer,Manual,1.0
1018,2015.0,310000,35925.0,Petrol,Dealer,Manual,1.0
1019,2018.0,500000,12000.0,Petrol,Individual,Manual,1.0
1020,2013.0,415000,40771.0,Petrol,Dealer,Manual,1.0
1021,2015.0,395000,30500.0,Petrol,Dealer,Automatic,2.0
1022,2014.0,430000,42000.0,Petrol,Dealer,Manual,2.0
1023,2007.0,215000,55800.0,Petrol,Individual,Manual,2.0
1024,2014.0,550000,66569.0,Diesel,Dealer,Manual,1.0
1025,2014.0,415000,81358.0,Diesel,Dealer,Manual,1.0
1026,2015.0,450000,82695.0,Diesel,Dealer,Manual,1.0
1027,2014.0,285000,68293.0,Diesel,Dealer,Manual,2.0
1028,2016.0,580000,32000.0,Petrol,Dealer,Automatic,1.0
1029,2014.0,300000,60000.0,Diesel,Dealer,Manual,1.0
1030,2018.0,1200000,60000.0,Diesel,Individual,Manual,1.0
1031,2006.0,78000,64700.0,Petrol,Individual,Manual,1.0
1032,2016.0,400000,88470.0,Diesel,Individual,Manual,1.0
1033,2016.0,850000,75000.0,Diesel,Individual,Manual,1.0
1034,2013.0,450000,120000.0,Diesel,Individual,Manual,2.0
1035,2017.0,780000,70000.0,Diesel,Individual,Manual,1.0
1036,2020.0,350000,1000.0,Petrol,Individual,Manual,1.0
1037,2013.0,285000,60000.0,Diesel,Individual,Manual,2.0
1038,2015.0,525000,98000.0,Diesel,Dealer,Manual,1.0
1039,2014.0,550000,90000.0,Diesel,Dealer,Manual,2.0
1040,2018.0,580000,60000.0,Diesel,Individual,Manual,1.0
1041,2013.0,75000,25000.0,Petrol,Individual,Manual,3.0
1042,2009.0,185000,60000.0,Diesel,Individual,Manual,3.0
1043,2007.0,110000,90000.0,Petrol,Individual,Manual,4.0
1044,2010.0,350000,110000.0,Diesel,Individual,Manual,2.0
1045,2005.0,60000,126000.0,Petrol,Individual,Manual,2.0
1046,2018.0,695000,70000.0,Diesel,Individual,Manual,1.0
1047,2007.0,135000,74183.0,Petrol,Individual,Manual,2.0
1048,2015.0,640000,70000.0,Diesel,Individual,Manual,2.0
1049,2014.0,160000,90000.0,Petrol,Individual,Manual,1.0
1050,2004.0,80000,46000.0,Petrol,Individual,Manual,2.0
1051,2013.0,340000,110000.0,Diesel,Individual,Manual,2.0
1052,2012.0,110000,80000.0,Diesel,Individual,Manual,2.0
1053,2013.0,250000,90000.0,Diesel,Individual,Manual,2.0
1054,2014.0,250000,1.0,Diesel,Individual,Manual,2.0
1055,2013.0,240000,70000.0,Petrol,Individual,Manual,4.0
1056,2007.0,225000,120000.0,Diesel,Individual,Manual,2.0
1057,2015.0,275000,60000.0,Petrol,Individual,Manual,2.0
1058,2012.0,320000,120000.0,Diesel,Individual,Manual,2.0
1059,2008.0,75000,120000.0,Petrol,Individual,Manual,1.0
1060,2007.0,85000,50000.0,Petrol,Individual,Manual,2.0
1061,2009.0,90000,120000.0,Diesel,Individual,Manual,1.0
1062,2007.0,85000,80000.0,Petrol,Individual,Manual,2.0
1063,2008.0,350000,80000.0,Diesel,Individual,Manual,2.0
1064,2009.0,355000,100000.0,Diesel,Individual,Automatic,2.0
1065,2020.0,619000,1500.0,Petrol,Individual,Manual,1.0
1066,2006.0,55000,100000.0,Diesel,Individual,Manual,2.0
1067,2006.0,95000,83411.0,Petrol,Individual,Manual,1.0
1068,2011.0,300000,120000.0,Diesel,Individual,Manual,2.0
1069,2006.0,81000,83411.0,Petrol,Individual,Manual,1.0
1070,2015.0,1000000,80000.0,Diesel,Individual,Automatic,2.0
1071,2019.0,925000,50000.0,Diesel,Individual,Manual,1.0
1072,2015.0,450000,40000.0,Diesel,Individual,Manual,1.0
1073,2014.0,600000,13270.0,Diesel,Individual,Manual,1.0
1074,2006.0,85000,100000.0,Petrol,Individual,Automatic,3.0
1075,2016.0,700000,50000.0,Diesel,Individual,Manual,1.0
1076,2017.0,486000,26500.0,Petrol,Individual,Manual,1.0
1077,2013.0,400000,90000.0,Diesel,Individual,Manual,1.0
1078,2008.0,120000,100000.0,Petrol,Individual,Manual,3.0
1079,2018.0,275000,35000.0,Petrol,Individual,Manual,1.0
1080,2016.0,580000,57000.0,Diesel,Individual,Manual,1.0
1081,2015.0,375000,70000.0,Petrol,Individual,Manual,1.0
1082,2015.0,229999,100000.0,Petrol,Individual,Manual,3.0
1083,2010.0,110000,88000.0,Petrol,Individual,Manual,2.0
1084,2017.0,600000,60000.0,Diesel,Individual,Manual,1.0
1085,2009.0,120000,60000.0,Petrol,Individual,Manual,2.0
1086,2010.0,200000,100000.0,Diesel,Individual,Manual,2.0
1087,2012.0,450000,110000.0,Diesel,Individual,Manual,2.0
1088,2012.0,550000,80000.0,Diesel,Individual,Manual,2.0
1089,2012.0,220000,80000.0,Petrol,Individual,Manual,2.0
1090,2001.0,40000,30000.0,Petrol,Individual,Manual,1.0
1091,2017.0,300000,20000.0,Petrol,Individual,Automatic,1.0
1092,2018.0,630000,40000.0,Diesel,Individual,Manual,1.0
1093,2017.0,610000,40000.0,Diesel,Individual,Manual,2.0
1094,2019.0,660000,7000.0,Petrol,Individual,Manual,2.0
1095,2012.0,220000,80000.0,LPG,Individual,Manual,1.0
1096,2011.0,138000,90000.0,Diesel,Individual,Manual,2.0
1097,2013.0,210000,13770.0,Diesel,Individual,Manual,1.0
1098,2005.0,125000,34000.0,Petrol,Dealer,Manual,1.0
1099,2008.0,125000,102000.0,Petrol,Dealer,Manual,1.0
1100,2014.0,725000,110000.0,Diesel,Individual,Manual,1.0
1101,2011.0,170000,90000.0,Petrol,Individual,Manual,2.0
1102,2015.0,1200000,70000.0,Diesel,Individual,Manual,3.0
1103,2003.0,70000,90000.0,Petrol,Individual,Manual,2.0
1104,2007.0,100000,70000.0,Petrol,Individual,Manual,2.0
1105,2006.0,300000,80000.0,Petrol,Individual,Manual,2.0
1106,2013.0,450000,100000.0,Diesel,Individual,Manual,2.0
1107,2015.0,530000,100000.0,Diesel,Individual,Manual,1.0
1108,2007.0,100000,143000.0,Petrol,Individual,Manual,3.0
1109,2010.0,350000,115000.0,Petrol,Individual,Manual,2.0
1110,2011.0,165000,100000.0,Diesel,Individual,Manual,1.0
1111,2019.0,475000,120000.0,Diesel,Individual,Manual,2.0
1112,2013.0,350000,42000.0,Diesel,Individual,Manual,1.0
1113,2016.0,229999,38000.0,Petrol,Individual,Manual,1.0
1114,2018.0,800000,60000.0,Diesel,Individual,Manual,1.0
1115,2014.0,475000,120000.0,Diesel,Individual,Manual,2.0
1116,2014.0,425000,136906.0,Diesel,Individual,Manual,1.0
1117,2015.0,660000,97000.0,Diesel,Individual,Manual,2.0
1118,2019.0,610000,10000.0,Petrol,Individual,Automatic,1.0
1119,2013.0,240000,50000.0,Petrol,Individual,Manual,3.0
1120,2005.0,70000,60000.0,Petrol,Individual,Manual,1.0
1121,2011.0,550000,120000.0,Diesel,Individual,Manual,1.0
1122,2010.0,100000,120000.0,Petrol,Individual,Manual,2.0
1123,2010.0,350000,90000.0,Diesel,Individual,Manual,2.0
1124,2013.0,200000,120000.0,Petrol,Individual,Manual,1.0
1125,2019.0,720000,3000.0,Petrol,Individual,Automatic,1.0
1126,2014.0,350000,133000.0,Diesel,Individual,Manual,1.0
1127,2016.0,400000,25000.0,Petrol,Individual,Manual,1.0
1128,2017.0,570000,35000.0,Petrol,Individual,Manual,1.0
1129,2015.0,130000,70000.0,Petrol,Individual,Manual,1.0
1130,2016.0,210000,52000.0,Petrol,Individual,Manual,1.0
1131,2018.0,800000,52000.0,Diesel,Individual,Manual,1.0
1132,2017.0,700000,39000.0,Diesel,Individual,Manual,1.0
1133,2011.0,200000,28689.0,Diesel,Individual,Manual,1.0
1134,2014.0,495000,90000.0,Diesel,Individual,Manual,2.0
1135,2014.0,325000,80322.0,Diesel,Dealer,Manual,1.0
1136,2019.0,650000,8000.0,Petrol,Individual,Manual,1.0
1137,2014.0,75000,90000.0,Petrol,Individual,Manual,2.0
1138,2015.0,350000,61658.0,Diesel,Dealer,Manual,1.0
1139,2010.0,90000,50000.0,Petrol,Individual,Manual,3.0
1140,2016.0,600000,80000.0,Diesel,Individual,Manual,1.0
1141,2014.0,370000,57000.0,Diesel,Individual,Manual,2.0
1142,2004.0,125000,120000.0,Petrol,Individual,Manual,2.0
1143,2019.0,650000,20000.0,Petrol,Individual,Automatic,1.0
1144,2017.0,800000,30600.0,Diesel,Individual,Automatic,1.0
1145,2020.0,802000,5000.0,Petrol,Individual,Manual,1.0
1146,2016.0,430000,35000.0,Diesel,Individual,Manual,1.0
1147,2017.0,650000,23000.0,Petrol,Individual,Manual,1.0
1148,2004.0,170000,120000.0,Diesel,Individual,Manual,1.0
1149,2013.0,250000,87000.0,Petrol,Individual,Manual,1.0
1150,2014.0,550000,72000.0,Petrol,Individual,Manual,2.0
1151,2007.0,140000,100000.0,Petrol,Individual,Manual,2.0
1152,2012.0,155000,12000.0,Petrol,Individual,Manual,1.0
1153,2010.0,120000,67000.0,Petrol,Individual,Manual,3.0
1154,2012.0,287000,70000.0,Diesel,Individual,Manual,1.0
1155,2016.0,675000,60000.0,Diesel,Individual,Manual,1.0
1156,2011.0,235000,74500.0,Petrol,Individual,Manual,2.0
1157,2011.0,300000,118700.0,Diesel,Individual,Manual,2.0
1158,2015.0,434999,40000.0,Petrol,Individual,Automatic,2.0
1159,2006.0,160000,140000.0,Petrol,Individual,Manual,2.0
1160,2020.0,600000,5000.0,Petrol,Individual,Manual,1.0
1161,2016.0,470000,100000.0,Diesel,Individual,Manual,2.0
1162,2011.0,300000,100000.0,Petrol,Individual,Manual,2.0
1163,2018.0,600000,2000.0,Petrol,Individual,Manual,1.0
1164,2020.0,640000,4000.0,Petrol,Individual,Automatic,1.0
1165,2006.0,50000,120000.0,Diesel,Individual,Manual,4.0
1166,2015.0,600000,35000.0,Petrol,Individual,Manual,1.0
1167,2014.0,290000,29000.0,LPG,Individual,Manual,1.0
1168,2015.0,600000,30000.0,Petrol,Individual,Manual,1.0
1169,2012.0,190000,120000.0,Diesel,Individual,Manual,1.0
1170,2008.0,160000,110000.0,Petrol,Individual,Manual,3.0
1171,2017.0,325000,15000.0,Petrol,Individual,Manual,1.0
1172,2006.0,200000,73756.0,Diesel,Individual,Manual,1.0
1173,2011.0,125000,60000.0,Petrol,Individual,Manual,3.0
1174,2008.0,155000,60000.0,Petrol,Individual,Manual,4.0
1175,2015.0,550000,90000.0,Diesel,Individual,Manual,1.0
1176,2009.0,130000,70000.0,Petrol,Individual,Manual,4.0
1177,2002.0,80000,70000.0,Petrol,Individual,Manual,2.0
1178,2015.0,500000,80000.0,Diesel,Individual,Manual,2.0
1179,2019.0,250000,60000.0,Petrol,Individual,Manual,1.0
1180,2012.0,580000,70000.0,Diesel,Individual,Manual,1.0
1181,2002.0,60000,60000.0,Petrol,Individual,Manual,1.0
1182,2014.0,200000,90000.0,Diesel,Individual,Manual,2.0
1183,2017.0,1200000,16400.0,Diesel,Individual,Manual,1.0
1184,2015.0,350000,80000.0,Diesel,Individual,Manual,2.0
1185,2012.0,600000,80000.0,Diesel,Individual,Manual,2.0
1186,2019.0,650000,60000.0,Petrol,Individual,Manual,1.0
1187,2008.0,120000,40000.0,Petrol,Individual,Manual,1.0
1188,2010.0,180000,120000.0,Diesel,Individual,Manual,2.0
1189,2018.0,950000,41395.0,Petrol,Individual,Automatic,1.0
1190,2012.0,250999,35000.0,Diesel,Individual,Manual,2.0
1191,2013.0,165000,50000.0,Petrol,Individual,Manual,1.0
1192,2015.0,700000,48000.0,Petrol,Dealer,Manual,1.0
1193,2015.0,750000,53000.0,Diesel,Dealer,Manual,1.0
1194,2018.0,290000,60000.0,Petrol,Dealer,Automatic,1.0
1195,2014.0,45000,7000.0,Petrol,Individual,Manual,2.0
1196,2013.0,675000,88000.0,Diesel,Dealer,Automatic,1.0
1197,2015.0,530000,55000.0,Diesel,Dealer,Manual,1.0
1198,2014.0,325000,71014.0,Diesel,Dealer,Manual,1.0
1199,2015.0,400000,60000.0,Diesel,Dealer,Manual,1.0
1200,2017.0,380000,71000.0,Diesel,Dealer,Manual,1.0
1201,2016.0,750000,45000.0,Petrol,Dealer,Automatic,1.0
1202,2017.0,390000,60000.0,Petrol,Dealer,Manual,1.0
1203,2015.0,370000,60000.0,Diesel,Dealer,Manual,1.0
1204,2013.0,210000,80000.0,Diesel,Individual,Manual,2.0
1205,2007.0,175000,60000.0,Diesel,Individual,Manual,4.0
1206,2012.0,575000,89550.0,Diesel,Individual,Manual,2.0
1207,2010.0,320000,90000.0,Diesel,Individual,Manual,3.0
1208,2010.0,280000,149500.0,Diesel,Individual,Manual,3.0
1209,2013.0,380000,83000.0,Diesel,Dealer,Manual,1.0
1210,2005.0,120000,20000.0,Petrol,Individual,Manual,2.0
1211,2018.0,395000,20000.0,Petrol,Individual,Manual,1.0
1212,2010.0,360000,160000.0,Diesel,Individual,Manual,1.0
1213,2015.0,451000,100000.0,Diesel,Individual,Manual,1.0
1214,2010.0,175000,45000.0,Petrol,Individual,Manual,2.0
1215,2009.0,170000,44800.0,Petrol,Individual,Manual,2.0
1216,2006.0,100000,40000.0,Petrol,Individual,Manual,2.0
1217,2014.0,150000,120000.0,Petrol,Individual,Manual,3.0
1218,2011.0,149000,10000.0,Diesel,Individual,Manual,2.0
1219,2011.0,160000,80000.0,Diesel,Individual,Manual,2.0
1220,2014.0,800000,156000.0,Diesel,Individual,Manual,1.0
1221,2010.0,819999,120000.0,Diesel,Individual,Manual,2.0
1222,2007.0,163000,100000.0,Petrol,Individual,Manual,2.0
1223,2001.0,350000,100000.0,Diesel,Individual,Manual,2.0
1224,2006.0,75000,100000.0,Petrol,Individual,Manual,2.0
1225,2012.0,180000,60000.0,Petrol,Individual,Manual,2.0
1226,2017.0,675000,60000.0,Diesel,Individual,Manual,1.0
1227,2013.0,434999,100000.0,Diesel,Individual,Manual,2.0
1228,2006.0,100000,110000.0,Petrol,Individual,Manual,2.0
1229,2009.0,200000,100000.0,Petrol,Individual,Manual,1.0
1230,2014.0,400000,35000.0,Diesel,Individual,Manual,1.0
1231,2018.0,790000,40000.0,Diesel,Individual,Manual,2.0
1232,2015.0,500000,90000.0,Diesel,Individual,Manual,2.0
1233,2012.0,275000,120000.0,Diesel,Individual,Manual,2.0
1234,2012.0,450000,60000.0,Diesel,Individual,Manual,2.0
1235,2019.0,700000,16000.0,Petrol,Individual,Manual,1.0
1236,2017.0,500000,50000.0,Diesel,Individual,Manual,1.0
1237,2015.0,500000,10000.0,Petrol,Individual,Manual,1.0
1238,2016.0,360000,33000.0,Petrol,Dealer,Manual,1.0
1239,2010.0,210000,25000.0,Petrol,Individual,Manual,1.0
1240,2014.0,220000,66000.0,Petrol,Dealer,Manual,1.0
1241,2009.0,250000,48000.0,Petrol,Individual,Manual,1.0
1242,2016.0,990000,146000.0,Diesel,Dealer,Manual,1.0
1243,2013.0,220000,100000.0,Diesel,Individual,Manual,4.0
1244,2014.0,530000,50000.0,Petrol,Individual,Manual,1.0
1245,2016.0,575000,50000.0,Diesel,Individual,Manual,1.0
1246,2012.0,400000,99000.0,Diesel,Dealer,Manual,1.0
1247,2016.0,680000,50000.0,Diesel,Individual,Manual,1.0
1248,2014.0,1000000,80000.0,Diesel,Individual,Automatic,1.0
1249,2016.0,260000,45000.0,Petrol,Individual,Manual,2.0
1250,2010.0,150000,50000.0,Petrol,Individual,Manual,2.0
1251,2008.0,180000,70000.0,Petrol,Individual,Manual,3.0
1252,2014.0,346000,37516.0,Diesel,Individual,Manual,1.0
